subject,related_queries,value,keyword,category,keyword1,hits_t
100,top,coronavirus cloroquina,Cloroquina,0,Cloroquina,2030.5
54,top,bula cloroquina,Cloroquina,0,Cloroquina,2030.5
48,top,hidroxicloroquina,Cloroquina,0,Cloroquina,2030.5
41,top,la cloroquina,Cloroquina,0,Cloroquina,2030.5
38,top,cloroquina covid,Cloroquina,0,Cloroquina,2030.5
25,top,cloroquina preÃ§o,Cloroquina,0,Cloroquina,2030.5
25,top,cloroquina corona,Cloroquina,0,Cloroquina,2030.5
24,top,cloroquina azitromicina,Cloroquina,0,Cloroquina,2030.5
24,top,azitromicina,Cloroquina,0,Cloroquina,2030.5
22,top,que es cloroquina,Cloroquina,0,Cloroquina,2030.5
22,top,cloroquina bolsonaro,Cloroquina,0,Cloroquina,2030.5
22,top,para que serve cloroquina,Cloroquina,0,Cloroquina,2030.5
22,top,cloroquina brasil,Cloroquina,0,Cloroquina,2030.5
21,top,bolsonaro,Cloroquina,0,Cloroquina,2030.5
21,top,cloroquina 250,Cloroquina,0,Cloroquina,2030.5
20,top,covid 19 cloroquina,Cloroquina,0,Cloroquina,2030.5
20,top,cloroquina fosfato,Cloroquina,0,Cloroquina,2030.5
18,top,cloroquina precio,Cloroquina,0,Cloroquina,2030.5
17,top,malaria,Cloroquina,0,Cloroquina,2030.5
17,top,cloroquina para que sirve,Cloroquina,0,Cloroquina,2030.5
17,top,o que Ã© o cloroquina,Cloroquina,0,Cloroquina,2030.5
17,top,cloroquina malaria,Cloroquina,0,Cloroquina,2030.5
16,top,o que Ã© cloroquina,Cloroquina,0,Cloroquina,2030.5
16,top,cloroquina para coronavirus,Cloroquina,0,Cloroquina,2030.5
15,top,remedio cloroquina,Cloroquina,0,Cloroquina,2030.5
Breakout,rising,coronavirus cloroquina,Cloroquina,0,Cloroquina,2030.5
Breakout,rising,cloroquina covid,Cloroquina,0,Cloroquina,2030.5
Breakout,rising,cloroquina preÃ§o,Cloroquina,0,Cloroquina,2030.5
Breakout,rising,cloroquina corona,Cloroquina,0,Cloroquina,2030.5
Breakout,rising,cloroquina bolsonaro,Cloroquina,0,Cloroquina,2030.5
Breakout,rising,cloroquina brasil,Cloroquina,0,Cloroquina,2030.5
Breakout,rising,bolsonaro,Cloroquina,0,Cloroquina,2030.5
Breakout,rising,covid 19 cloroquina,Cloroquina,0,Cloroquina,2030.5
Breakout,rising,cloroquina para coronavirus,Cloroquina,0,Cloroquina,2030.5
Breakout,rising,cloroquina comprar,Cloroquina,0,Cloroquina,2030.5
Breakout,rising,efeitos colaterais cloroquina,Cloroquina,0,Cloroquina,2030.5
Breakout,rising,hidroxicloroquina e cloroquina,Cloroquina,0,Cloroquina,2030.5
Breakout,rising,cloroquina corona virus,Cloroquina,0,Cloroquina,2030.5
Breakout,rising,cloroquina efeito colateral,Cloroquina,0,Cloroquina,2030.5
Breakout,rising,cloroquina trump,Cloroquina,0,Cloroquina,2030.5
Breakout,rising,italia cloroquina,Cloroquina,0,Cloroquina,2030.5
Breakout,rising,quinino cloroquina,Cloroquina,0,Cloroquina,2030.5
Breakout,rising,fda cloroquina,Cloroquina,0,Cloroquina,2030.5
Breakout,rising,o que e cloroquina,Cloroquina,0,Cloroquina,2030.5
Breakout,rising,italia,Cloroquina,0,Cloroquina,2030.5
Breakout,rising,quinino,Cloroquina,0,Cloroquina,2030.5
Breakout,rising,cloroquina para covid,Cloroquina,0,Cloroquina,2030.5
Breakout,rising,coronavirus brasil,Cloroquina,0,Cloroquina,2030.5
Breakout,rising,estudo cloroquina,Cloroquina,0,Cloroquina,2030.5
Breakout,rising,cloroquina eua,Cloroquina,0,Cloroquina,2030.5
100,top,coronavirus chloroquine,Chloroquine,0,Cloroquina,2030.5
42,top,chloroquine phosphate,Chloroquine,0,Cloroquina,2030.5
40,top,covid chloroquine,Chloroquine,0,Cloroquina,2030.5
36,top,chloroquine hydroxychloroquine,Chloroquine,0,Cloroquina,2030.5
34,top,hydroxychloroquine,Chloroquine,0,Cloroquina,2030.5
33,top,la chloroquine,Chloroquine,0,Cloroquina,2030.5
29,top,chloroquine corona,Chloroquine,0,Cloroquina,2030.5
26,top,chloroquine side effects,Chloroquine,0,Cloroquina,2030.5
25,top,covid 19 chloroquine,Chloroquine,0,Cloroquina,2030.5
21,top,malaria,Chloroquine,0,Cloroquina,2030.5
21,top,chloroquine malaria,Chloroquine,0,Cloroquina,2030.5
19,top,chloroquine raoult,Chloroquine,0,Cloroquina,2030.5
18,top,raoult,Chloroquine,0,Cloroquina,2030.5
16,top,chloroquine trump,Chloroquine,0,Cloroquina,2030.5
15,top,chloroquine france,Chloroquine,0,Cloroquina,2030.5
15,top,chloroquine for coronavirus,Chloroquine,0,Cloroquina,2030.5
12,top,chloroquine quinine,Chloroquine,0,Cloroquina,2030.5
12,top,quinine,Chloroquine,0,Cloroquina,2030.5
12,top,chloroquine dosage,Chloroquine,0,Cloroquina,2030.5
12,top,chloroquine drug,Chloroquine,0,Cloroquina,2030.5
10,top,chloroquine plaquenil,Chloroquine,0,Cloroquina,2030.5
10,top,chloroquine tablets,Chloroquine,0,Cloroquina,2030.5
10,top,what is chloroquine,Chloroquine,0,Cloroquina,2030.5
10,top,hydroxy chloroquine,Chloroquine,0,Cloroquina,2030.5
10,top,india chloroquine,Chloroquine,0,Cloroquina,2030.5
Breakout,rising,coronavirus chloroquine,Chloroquine,0,Cloroquina,2030.5
Breakout,rising,covid chloroquine,Chloroquine,0,Cloroquina,2030.5
Breakout,rising,la chloroquine,Chloroquine,0,Cloroquina,2030.5
Breakout,rising,chloroquine corona,Chloroquine,0,Cloroquina,2030.5
Breakout,rising,covid 19 chloroquine,Chloroquine,0,Cloroquina,2030.5
Breakout,rising,chloroquine raoult,Chloroquine,0,Cloroquina,2030.5
Breakout,rising,raoult,Chloroquine,0,Cloroquina,2030.5
Breakout,rising,chloroquine trump,Chloroquine,0,Cloroquina,2030.5
Breakout,rising,chloroquine france,Chloroquine,0,Cloroquina,2030.5
Breakout,rising,chloroquine for coronavirus,Chloroquine,0,Cloroquina,2030.5
Breakout,rising,quinine,Chloroquine,0,Cloroquina,2030.5
Breakout,rising,chloroquine news,Chloroquine,0,Cloroquina,2030.5
Breakout,rising,traitement chloroquine,Chloroquine,0,Cloroquina,2030.5
Breakout,rising,chloroquine and coronavirus,Chloroquine,0,Cloroquina,2030.5
Breakout,rising,chloroquine and hydroxychloroquine,Chloroquine,0,Cloroquina,2030.5
Breakout,rising,chloroquine composition,Chloroquine,0,Cloroquina,2030.5
Breakout,rising,chloroquine covid-19,Chloroquine,0,Cloroquina,2030.5
Breakout,rising,stock chloroquine,Chloroquine,0,Cloroquina,2030.5
Breakout,rising,chloroquine for covid 19,Chloroquine,0,Cloroquina,2030.5
Breakout,rising,coronavirus france,Chloroquine,0,Cloroquina,2030.5
Breakout,rising,didier raoult,Chloroquine,0,Cloroquina,2030.5
Breakout,rising,didier raoult chloroquine,Chloroquine,0,Cloroquina,2030.5
Breakout,rising,chloroquine vidal,Chloroquine,0,Cloroquina,2030.5
Breakout,rising,fda chloroquine,Chloroquine,0,Cloroquina,2030.5
Breakout,rising,chloroquine covid19,Chloroquine,0,Cloroquina,2030.5
100,top,coronavirus hidroxicloroquina,Hidroxicloroquina,0,Hidroxicloroquina,2227
90,top,hidroxicloroquina bula,Hidroxicloroquina,0,Hidroxicloroquina,2227
67,top,hidroxicloroquina sulfato,Hidroxicloroquina,0,Hidroxicloroquina,2227
66,top,cloroquina,Hidroxicloroquina,0,Hidroxicloroquina,2227
66,top,cloroquina hidroxicloroquina,Hidroxicloroquina,0,Hidroxicloroquina,2227
65,top,preÃ§o hidroxicloroquina,Hidroxicloroquina,0,Hidroxicloroquina,2227
61,top,azitromicina,Hidroxicloroquina,0,Hidroxicloroquina,2227
61,top,hidroxicloroquina azitromicina,Hidroxicloroquina,0,Hidroxicloroquina,2227
54,top,sulfato de hidroxicloroquina,Hidroxicloroquina,0,Hidroxicloroquina,2227
39,top,hidroxicloroquina covid,Hidroxicloroquina,0,Hidroxicloroquina,2227
32,top,hidroxicloroquina 400mg,Hidroxicloroquina,0,Hidroxicloroquina,2227
32,top,hidroxicloroquina precio,Hidroxicloroquina,0,Hidroxicloroquina,2227
24,top,hidroxicloroquina para que sirve,Hidroxicloroquina,0,Hidroxicloroquina,2227
23,top,hidroxicloroquina corona,Hidroxicloroquina,0,Hidroxicloroquina,2227
23,top,hidroxicloroquina covid 19,Hidroxicloroquina,0,Hidroxicloroquina,2227
22,top,hidroxicloroquina 200,Hidroxicloroquina,0,Hidroxicloroquina,2227
22,top,hidroxicloroquina para coronavirus,Hidroxicloroquina,0,Hidroxicloroquina,2227
21,top,para que serve hidroxicloroquina,Hidroxicloroquina,0,Hidroxicloroquina,2227
20,top,que es hidroxicloroquina,Hidroxicloroquina,0,Hidroxicloroquina,2227
19,top,hidroxicloroquina 200 mg,Hidroxicloroquina,0,Hidroxicloroquina,2227
18,top,cloroquina e hidroxicloroquina,Hidroxicloroquina,0,Hidroxicloroquina,2227
17,top,medicamento hidroxicloroquina,Hidroxicloroquina,0,Hidroxicloroquina,2227
17,top,comprar hidroxicloroquina,Hidroxicloroquina,0,Hidroxicloroquina,2227
16,top,hidroxicloroquina comprar,Hidroxicloroquina,0,Hidroxicloroquina,2227
16,top,malaria,Hidroxicloroquina,0,Hidroxicloroquina,2227
Breakout,rising,coronavirus hidroxicloroquina,Hidroxicloroquina,0,Hidroxicloroquina,2227
Breakout,rising,hidroxicloroquina covid,Hidroxicloroquina,0,Hidroxicloroquina,2227
Breakout,rising,hidroxicloroquina corona,Hidroxicloroquina,0,Hidroxicloroquina,2227
Breakout,rising,hidroxicloroquina covid 19,Hidroxicloroquina,0,Hidroxicloroquina,2227
Breakout,rising,hidroxicloroquina para coronavirus,Hidroxicloroquina,0,Hidroxicloroquina,2227
Breakout,rising,hidroxicloroquina comprar,Hidroxicloroquina,0,Hidroxicloroquina,2227
Breakout,rising,fda hidroxicloroquina,Hidroxicloroquina,0,Hidroxicloroquina,2227
Breakout,rising,fda,Hidroxicloroquina,0,Hidroxicloroquina,2227
Breakout,rising,hidroxicloroquina azitromicina coronavirus,Hidroxicloroquina,0,Hidroxicloroquina,2227
Breakout,rising,hidroxicloroquina ficha tecnica,Hidroxicloroquina,0,Hidroxicloroquina,2227
Breakout,rising,hidroxicloroquina cura coronavirus,Hidroxicloroquina,0,Hidroxicloroquina,2227
Breakout,rising,coronavirus cura,Hidroxicloroquina,0,Hidroxicloroquina,2227
Breakout,rising,italia hidroxicloroquina,Hidroxicloroquina,0,Hidroxicloroquina,2227
Breakout,rising,hidroxicloroquina e azitromicina,Hidroxicloroquina,0,Hidroxicloroquina,2227
Breakout,rising,italia,Hidroxicloroquina,0,Hidroxicloroquina,2227
Breakout,rising,cloridrato de hidroxicloroquina,Hidroxicloroquina,0,Hidroxicloroquina,2227
Breakout,rising,hidroxicloroquina prospecto,Hidroxicloroquina,0,Hidroxicloroquina,2227
Breakout,rising,hidroxicloroquina trump,Hidroxicloroquina,0,Hidroxicloroquina,2227
Breakout,rising,hidroclorotiazida,Hidroxicloroquina,0,Hidroxicloroquina,2227
Breakout,rising,hydroxychloroquine,Hidroxicloroquina,0,Hidroxicloroquina,2227
Breakout,rising,cloroquina coronavirus,Hidroxicloroquina,0,Hidroxicloroquina,2227
Breakout,rising,hidroxicloroquina y coronavirus,Hidroxicloroquina,0,Hidroxicloroquina,2227
Breakout,rising,cloroquina bula,Hidroxicloroquina,0,Hidroxicloroquina,2227
Breakout,rising,remdesivir,Hidroxicloroquina,0,Hidroxicloroquina,2227
Breakout,rising,coronavirus brasil,Hidroxicloroquina,0,Hidroxicloroquina,2227
100,top,hydroxychloroquine coronavirus,Hydroxychloroquine,0,Hidroxicloroquina,2227
77,top,hydroxychloroquine covid,Hydroxychloroquine,0,Hidroxicloroquina,2227
50,top,hydroxychloroquine covid 19,Hydroxychloroquine,0,Hidroxicloroquina,2227
45,top,india hydroxychloroquine,Hydroxychloroquine,0,Hidroxicloroquina,2227
42,top,chloroquine,Hydroxychloroquine,0,Hidroxicloroquina,2227
41,top,chloroquine hydroxychloroquine,Hydroxychloroquine,0,Hidroxicloroquina,2227
36,top,side effects hydroxychloroquine,Hydroxychloroquine,0,Hidroxicloroquina,2227
36,top,azithromycin hydroxychloroquine,Hydroxychloroquine,0,Hidroxicloroquina,2227
35,top,azithromycin,Hydroxychloroquine,0,Hidroxicloroquina,2227
35,top,hydroxychloroquine trump,Hydroxychloroquine,0,Hidroxicloroquina,2227
32,top,hydroxychloroquine corona,Hydroxychloroquine,0,Hidroxicloroquina,2227
25,top,does hydroxychloroquine,Hydroxychloroquine,0,Hidroxicloroquina,2227
25,top,what is hydroxychloroquine,Hydroxychloroquine,0,Hidroxicloroquina,2227
24,top,drug hydroxychloroquine,Hydroxychloroquine,0,Hidroxicloroquina,2227
22,top,hydroxychloroquine news,Hydroxychloroquine,0,Hidroxicloroquina,2227
22,top,malaria,Hydroxychloroquine,0,Hidroxicloroquina,2227
22,top,hydroxychloroquine for covid,Hydroxychloroquine,0,Hidroxicloroquina,2227
22,top,hydroxychloroquine uses,Hydroxychloroquine,0,Hidroxicloroquina,2227
22,top,hydroxychloroquine malaria,Hydroxychloroquine,0,Hidroxicloroquina,2227
21,top,hydroxychloroquine sulfate,Hydroxychloroquine,0,Hidroxicloroquina,2227
21,top,plaquenil,Hydroxychloroquine,0,Hidroxicloroquina,2227
21,top,plaquenil hydroxychloroquine,Hydroxychloroquine,0,Hidroxicloroquina,2227
20,top,hydroxychloroquine price,Hydroxychloroquine,0,Hidroxicloroquina,2227
20,top,hydroxychloroquine dose,Hydroxychloroquine,0,Hidroxicloroquina,2227
19,top,hydroxychloroquine for coronavirus,Hydroxychloroquine,0,Hidroxicloroquina,2227
Breakout,rising,hydroxychloroquine coronavirus,Hydroxychloroquine,0,Hidroxicloroquina,2227
Breakout,rising,hydroxychloroquine covid,Hydroxychloroquine,0,Hidroxicloroquina,2227
Breakout,rising,hydroxychloroquine covid 19,Hydroxychloroquine,0,Hidroxicloroquina,2227
Breakout,rising,azithromycin,Hydroxychloroquine,0,Hidroxicloroquina,2227
Breakout,rising,hydroxychloroquine trump,Hydroxychloroquine,0,Hidroxicloroquina,2227
Breakout,rising,hydroxychloroquine corona,Hydroxychloroquine,0,Hidroxicloroquina,2227
Breakout,rising,hydroxychloroquine for covid,Hydroxychloroquine,0,Hidroxicloroquina,2227
Breakout,rising,hydroxychloroquine for coronavirus,Hydroxychloroquine,0,Hidroxicloroquina,2227
Breakout,rising,hydroxychloroquine covid-19,Hydroxychloroquine,0,Hidroxicloroquina,2227
Breakout,rising,hydroxychloroquine for covid 19,Hydroxychloroquine,0,Hidroxicloroquina,2227
Breakout,rising,hydroxychloroquine buy,Hydroxychloroquine,0,Hidroxicloroquina,2227
Breakout,rising,hydroxychloroquine and covid,Hydroxychloroquine,0,Hidroxicloroquina,2227
Breakout,rising,hydroxychloroquine and coronavirus,Hydroxychloroquine,0,Hidroxicloroquina,2227
Breakout,rising,remdesivir,Hydroxychloroquine,0,Hidroxicloroquina,2227
Breakout,rising,hydroxychloroquine zinc,Hydroxychloroquine,0,Hidroxicloroquina,2227
Breakout,rising,new york hydroxychloroquine,Hydroxychloroquine,0,Hidroxicloroquina,2227
Breakout,rising,hydroxychloroquine and covid 19,Hydroxychloroquine,0,Hidroxicloroquina,2227
Breakout,rising,hydroxychloroquine covid19,Hydroxychloroquine,0,Hidroxicloroquina,2227
Breakout,rising,hydroxychloroquine in covid 19,Hydroxychloroquine,0,Hidroxicloroquina,2227
Breakout,rising,hydroxychloroquine manufacturer,Hydroxychloroquine,0,Hidroxicloroquina,2227
Breakout,rising,hydroxychloroquine results,Hydroxychloroquine,0,Hidroxicloroquina,2227
Breakout,rising,malaria drug hydroxychloroquine,Hydroxychloroquine,0,Hidroxicloroquina,2227
Breakout,rising,france hydroxychloroquine,Hydroxychloroquine,0,Hidroxicloroquina,2227
Breakout,rising,malaria drug,Hydroxychloroquine,0,Hidroxicloroquina,2227
Breakout,rising,raoult,Hydroxychloroquine,0,Hidroxicloroquina,2227
100,top,azithromycin 500,Azithromycin,0,Azitromicina,1988
96,top,hydroxychloroquine,Azithromycin,0,Azitromicina,1988
96,top,hydroxychloroquine azithromycin,Azithromycin,0,Azitromicina,1988
78,top,azithromycin uses,Azithromycin,0,Azitromicina,1988
74,top,azithromycin tablet,Azithromycin,0,Azitromicina,1988
58,top,azithromycin 250,Azithromycin,0,Azitromicina,1988
57,top,azithromycin effects,Azithromycin,0,Azitromicina,1988
57,top,azithromycin tablets,Azithromycin,0,Azitromicina,1988
52,top,side effects azithromycin,Azithromycin,0,Azitromicina,1988
50,top,azithromycin 500 mg,Azithromycin,0,Azitromicina,1988
49,top,azithromycin coronavirus,Azithromycin,0,Azitromicina,1988
45,top,azithromycin dose,Azithromycin,0,Azitromicina,1988
43,top,what is azithromycin,Azithromycin,0,Azitromicina,1988
41,top,covid azithromycin,Azithromycin,0,Azitromicina,1988
41,top,azithromycin dosage,Azithromycin,0,Azitromicina,1988
40,top,azithromycin 500mg,Azithromycin,0,Azitromicina,1988
39,top,azithromycin 250 mg,Azithromycin,0,Azitromicina,1988
38,top,chlamydia,Azithromycin,0,Azitromicina,1988
36,top,azithromycin and hydroxychloroquine,Azithromycin,0,Azitromicina,1988
36,top,azithromycin chlamydia,Azithromycin,0,Azitromicina,1988
31,top,antibiotics,Azithromycin,0,Azitromicina,1988
30,top,azithromycin tablet uses,Azithromycin,0,Azitromicina,1988
29,top,azithromycin in hindi,Azithromycin,0,Azitromicina,1988
28,top,azithromycin use,Azithromycin,0,Azitromicina,1988
25,top,amoxicillin,Azithromycin,0,Azitromicina,1988
Breakout,rising,hydroxychloroquine,Azithromycin,0,Azitromicina,1988
Breakout,rising,azithromycin coronavirus,Azithromycin,0,Azitromicina,1988
Breakout,rising,covid azithromycin,Azithromycin,0,Azitromicina,1988
Breakout,rising,azithromycin and hydroxychloroquine,Azithromycin,0,Azitromicina,1988
Breakout,rising,covid 19 azithromycin,Azithromycin,0,Azitromicina,1988
Breakout,rising,azithromycin corona,Azithromycin,0,Azitromicina,1988
Breakout,rising,hydroxychloroquine azithromycin covid,Azithromycin,0,Azitromicina,1988
Breakout,rising,azithromycin and coronavirus,Azithromycin,0,Azitromicina,1988
Breakout,rising,coronavirus hydroxychloroquine azithromycin,Azithromycin,0,Azitromicina,1988
Breakout,rising,plaquenil azithromycin,Azithromycin,0,Azitromicina,1988
Breakout,rising,azithromycin for coronavirus,Azithromycin,0,Azitromicina,1988
Breakout,rising,azithromycin for covid 19,Azithromycin,0,Azitromicina,1988
Breakout,rising,covid 19 hydroxychloroquine azithromycin,Azithromycin,0,Azitromicina,1988
Breakout,rising,plaquenil,Azithromycin,0,Azitromicina,1988
Breakout,rising,azithromycin covid-19,Azithromycin,0,Azitromicina,1988
Breakout,rising,trump azithromycin,Azithromycin,0,Azitromicina,1988
Breakout,rising,hydroxychloroquine & azithromycin,Azithromycin,0,Azitromicina,1988
Breakout,rising,hydroxychloroquine with azithromycin,Azithromycin,0,Azitromicina,1988
Breakout,rising,hydroxychloroquine side effects,Azithromycin,0,Azitromicina,1988
Breakout,rising,hydroxychloroquine azithromycin,Azithromycin,0,Azitromicina,1988
Breakout,rising,azithromycin and plaquenil,Azithromycin,0,Azitromicina,1988
Breakout,rising,hydroxychloroquine dose,Azithromycin,0,Azitromicina,1988
Breakout,rising,hydroxychloroquine sulfate,Azithromycin,0,Azitromicina,1988
Breakout,rising,azithromycin and hydroxychloroquine covid 19,Azithromycin,0,Azitromicina,1988
Breakout,rising,remdesivir,Azithromycin,0,Azitromicina,1988
100,top,azitromicina 500,Azitromicina,0,Azitromicina,1988
88,top,la azitromicina,Azitromicina,0,Azitromicina,1988
70,top,para que sirve azitromicina,Azitromicina,0,Azitromicina,1988
65,top,coronavirus azitromicina,Azitromicina,0,Azitromicina,1988
62,top,bula azitromicina,Azitromicina,0,Azitromicina,1988
59,top,azitromicina serve para,Azitromicina,0,Azitromicina,1988
55,top,azitromicina hidroxicloroquina,Azitromicina,0,Azitromicina,1988
54,top,hidroxicloroquina,Azitromicina,0,Azitromicina,1988
52,top,azitromicina 500 mg,Azitromicina,0,Azitromicina,1988
50,top,para que serve azitromicina,Azitromicina,0,Azitromicina,1988
50,top,azitromicina para que serve,Azitromicina,0,Azitromicina,1988
39,top,azitromicina 500mg,Azitromicina,0,Azitromicina,1988
38,top,dosis azitromicina,Azitromicina,0,Azitromicina,1988
35,top,azitromicina que es,Azitromicina,0,Azitromicina,1988
31,top,azitromicina preÃ§o,Azitromicina,0,Azitromicina,1988
29,top,azitromicina covid,Azitromicina,0,Azitromicina,1988
28,top,azitromicina de 500,Azitromicina,0,Azitromicina,1988
27,top,azitromicina precio,Azitromicina,0,Azitromicina,1988
27,top,amoxicilina,Azitromicina,0,Azitromicina,1988
26,top,azitromicina para que es,Azitromicina,0,Azitromicina,1988
25,top,para que sirve la azitromicina,Azitromicina,0,Azitromicina,1988
23,top,azitromicina hidratada,Azitromicina,0,Azitromicina,1988
23,top,cloroquina,Azitromicina,0,Azitromicina,1988
22,top,antibiotico azitromicina,Azitromicina,0,Azitromicina,1988
22,top,antibiotico,Azitromicina,0,Azitromicina,1988
Breakout,rising,coronavirus azitromicina,Azitromicina,0,Azitromicina,1988
Breakout,rising,azitromicina covid,Azitromicina,0,Azitromicina,1988
Breakout,rising,cloroquina,Azitromicina,0,Azitromicina,1988
Breakout,rising,azitromicina para coronavirus,Azitromicina,0,Azitromicina,1988
Breakout,rising,azitromicina covid 19,Azitromicina,0,Azitromicina,1988
Breakout,rising,azitromicina para covid,Azitromicina,0,Azitromicina,1988
